target	relatum	kind	elicited_relation	documented_relation	status	prob	hapax	min_distance
pill	tablet	ambiguous	SYN	SYN	Matched	0.2280701754385964	False	
pill	capsule	ambiguous	SYN	HPO	Mismatched	0.1403508771929824	False	
pill	remedy	ambiguous	SYN		Missing	0.0701754385964912	False	
pill	dose	ambiguous	SYN	HYP	Mismatched	0.0175438596491228	True	
pill	treatment	ambiguous	SYN		Missing	0.0701754385964912	False	
pill	drug	ambiguous	SYN		Missing	0.0526315789473684	False	
pill	mediation	ambiguous	SYN		Missing	0.0175438596491228	True	
pill	prescription	ambiguous	SYN		Missing	0.0350877192982456	False	
pill	therapy	ambiguous	SYN		Missing	0.0350877192982456	False	
pill	medication	ambiguous	HYP		Missing	0.2333333333333333	False	2.0
pill	prescription	ambiguous	HYP		Missing	0.0833333333333333	False	
pill	remedy	ambiguous	HYP		Missing	0.0833333333333333	False	
pill	vitamin	ambiguous	HYP		Missing	0.0166666666666666	True	
pill	medicine	ambiguous	HYP		Missing	0.1	False	2.0
pill	treatment	ambiguous	HYP		Missing	0.1	False	
pill	capsule	ambiguous	HYP	HPO	Mismatched	0.0166666666666666	True	
pill	formulation	ambiguous	HYP		Missing	0.0166666666666666	True	
pill	drug	ambiguous	HYP		Missing	0.1666666666666666	False	3.0
pill	thing	ambiguous	HYP	HYP	Matched	0.0166666666666666	True	1.0
pill	object	ambiguous	HYP		Missing	0.0166666666666666	True	4.0
pill	form	ambiguous	HYP		Missing	0.0166666666666666	True	
pill	unit	ambiguous	HYP		Missing	0.0166666666666666	True	3.0
pill	cure	ambiguous	HYP		Missing	0.0333333333333333	False	
pill	therapy	ambiguous	HYP		Missing	0.0666666666666666	False	
pill	tablet	ambiguous	HYP	SYN	Mismatched	0.0166666666666666	True	0.0
exam	test	abstract	SYN	SYN	Matched	0.5185185185185185	False	
exam	assessment	abstract	SYN		Missing	0.1481481481481481	False	
exam	quiz	abstract	SYN	HPO	Mismatched	0.1666666666666666	False	
exam	evaluation	abstract	SYN		Missing	0.1296296296296296	False	
exam	final	abstract	SYN	HPO	Mismatched	0.0185185185185185	True	
exam	challenge	abstract	SYN		Missing	0.0185185185185185	True	
crowd	group	abstract	HYP		Missing	0.4181818181818181	False	3.0
crowd	gathering	abstract	HYP	HYP	Matched	0.2363636363636363	False	1.0
crowd	mob	abstract	HYP	HPO	Mismatched	0.0727272727272727	False	
crowd	assembly	abstract	HYP		Missing	0.0181818181818181	True	
crowd	gang	abstract	HYP	SYN	Mismatched	0.0545454545454545	False	0.0
crowd	posse	abstract	HYP		Missing	0.0363636363636363	False	
crowd	team	abstract	HYP		Missing	0.0363636363636363	False	
crowd	people	abstract	HYP		Missing	0.0363636363636363	False	
crowd	community	abstract	HYP		Missing	0.0181818181818181	True	
crowd	unit	abstract	HYP		Missing	0.0181818181818181	True	
crowd	crew	abstract	HYP	SYN	Mismatched	0.0181818181818181	True	0.0
crowd	squad	abstract	HYP		Missing	0.0181818181818181	True	
crowd	mass	abstract	HYP		Missing	0.0181818181818181	True	
juice	drink	ambiguous	HYP		Missing	0.4107142857142857	False	
juice	liquid	ambiguous	HYP		Missing	0.2142857142857142	False	
juice	beverage	ambiguous	HYP		Missing	0.2142857142857142	False	
juice	food	ambiguous	HYP		Missing	0.0178571428571428	True	2.0
juice	fruit	ambiguous	HYP		Missing	0.0357142857142857	False	
juice	hydration	ambiguous	HYP		Missing	0.0178571428571428	True	
juice	sustenance	ambiguous	HYP		Missing	0.0178571428571428	True	
juice	fluid	ambiguous	HYP		Missing	0.0714285714285714	False	
lawyer	prosecutor	physical	SYN	HPO	Mismatched	0.0192307692307692	True	
lawyer	attorney	physical	SYN	SYN	Matched	0.4807692307692308	False	
lawyer	counselor	physical	SYN	HPO	Mismatched	0.173076923076923	False	
lawyer	defender	physical	SYN		Missing	0.0384615384615384	False	
lawyer	advocate	physical	SYN	HPO	Mismatched	0.0576923076923076	False	
lawyer	mediator	physical	SYN		Missing	0.0192307692307692	True	
lawyer	representative	physical	SYN		Missing	0.0769230769230769	False	
lawyer	solicitor	physical	SYN	HPO	Mismatched	0.0192307692307692	True	
lawyer	defense	physical	SYN		Missing	0.0384615384615384	False	
lawyer	professional	physical	SYN	HYP	Mismatched	0.0192307692307692	True	
lawyer	job	physical	SYN		Missing	0.0192307692307692	True	
lawyer	counsel	physical	SYN	HPO	Mismatched	0.0192307692307692	True	
lawyer	barrister	physical	SYN	HPO	Mismatched	0.0192307692307692	True	
lawyer	defense	physical	HYP		Missing	0.1153846153846153	False	
lawyer	professional	physical	HYP	HYP	Matched	0.1923076923076923	False	1.0
lawyer	career	physical	HYP		Missing	0.0192307692307692	True	
lawyer	job	physical	HYP		Missing	0.0384615384615384	False	
lawyer	worker	physical	HYP		Missing	0.0576923076923076	False	
lawyer	employee	physical	HYP		Missing	0.0384615384615384	False	
lawyer	attorney	physical	HYP	SYN	Mismatched	0.2307692307692307	False	0.0
lawyer	counselor	physical	HYP	HPO	Mismatched	0.0769230769230769	False	
lawyer	defender	physical	HYP		Missing	0.0192307692307692	True	
lawyer	occupation	physical	HYP		Missing	0.0576923076923076	False	
lawyer	counsel	physical	HYP	HPO	Mismatched	0.0384615384615384	False	
lawyer	title	physical	HYP		Missing	0.0192307692307692	True	
lawyer	consultant	physical	HYP		Missing	0.0192307692307692	True	
lawyer	specialist	physical	HYP		Missing	0.0192307692307692	True	
lawyer	judge	physical	HYP		Missing	0.0192307692307692	True	
lawyer	representative	physical	HYP		Missing	0.0384615384615384	False	
sunrise	sunset	ambiguous	ANT		Missing	0.6792452830188679	False	
sunrise	dusk	ambiguous	ANT		Missing	0.0754716981132075	False	
sunrise	midnight	ambiguous	ANT		Missing	0.0188679245283018	True	
sunrise	noon	ambiguous	ANT		Missing	0.0188679245283018	True	
sunrise	night	ambiguous	ANT		Missing	0.0943396226415094	False	
sunrise	darkness	ambiguous	ANT		Missing	0.0188679245283018	True	
sunrise	evening	ambiguous	ANT		Missing	0.0566037735849056	False	
sunrise	twilight	ambiguous	ANT		Missing	0.0188679245283018	True	
sunrise	sundown	ambiguous	ANT		Missing	0.0188679245283018	True	
coin	quarter	abstract	HPO	HPO	Matched	0.175	False	1.0
coin	dime	abstract	HPO	HPO	Matched	0.2	False	1.0
coin	penny	abstract	HPO	HPO	Matched	0.275	False	1.0
coin	nickel	abstract	HPO	HPO	Matched	0.15	False	1.0
coin	cent	abstract	HPO	HPO	Matched	0.025	True	1.0
coin	dollar	abstract	HPO	HPO	Matched	0.025	True	1.0
coin	rupee	abstract	HPO		Missing	0.025	True	
coin	money	abstract	HPO		Missing	0.075	False	
coin	currency	abstract	HPO		Missing	0.025	True	
coin	cash	abstract	HPO		Missing	0.025	True	
site	lot	physical	HYP		Missing	0.06	False	
site	place	physical	HYP	HYP	Matched	0.16	False	1.0
site	property	physical	HYP		Missing	0.02	True	
site	area	physical	HYP		Missing	0.26	False	
site	spot	physical	HYP		Missing	0.08	False	
site	location	physical	HYP		Missing	0.26	False	3.0
site	position	physical	HYP	HYP	Matched	0.04	False	1.0
site	landmark	physical	HYP		Missing	0.02	True	
site	destination	physical	HYP		Missing	0.02	True	
site	field	physical	HYP		Missing	0.02	True	
site	vision	physical	HYP		Missing	0.02	True	
site	land	physical	HYP		Missing	0.02	True	
site	region	physical	HYP		Missing	0.02	True	3.0
circle	shape	ambiguous	HYP	HYP	Matched	0.5813953488372093	False	1.0
circle	geometry	ambiguous	HYP		Missing	0.0232558139534883	True	
circle	pie	ambiguous	HYP		Missing	0.0232558139534883	True	
circle	chart	ambiguous	HYP		Missing	0.0232558139534883	True	
circle	wheel	ambiguous	HYP		Missing	0.0232558139534883	True	
circle	sphere	ambiguous	HYP		Missing	0.0465116279069767	False	
circle	form	ambiguous	HYP	HYP	Matched	0.1395348837209302	False	1.0
circle	round	ambiguous	HYP	SYN	Mismatched	0.0232558139534883	True	0.0
circle	drawing	ambiguous	HYP		Missing	0.0232558139534883	True	
circle	representation	ambiguous	HYP		Missing	0.0232558139534883	True	
circle	orb	ambiguous	HYP		Missing	0.0232558139534883	True	
circle	ellipse	ambiguous	HYP	HYP	Matched	0.0465116279069767	False	1.0
child	adult	physical	ANT		Missing	0.6140350877192983	False	
child	grownup	physical	ANT		Missing	0.0701754385964912	False	
child	teenager	physical	ANT		Missing	0.0175438596491228	True	
child	adolescent	physical	ANT		Missing	0.0175438596491228	True	
child	elder	physical	ANT		Missing	0.0350877192982456	False	
child	elderly	physical	ANT		Missing	0.0175438596491228	True	
child	teen	physical	ANT		Missing	0.087719298245614	False	
child	parent	physical	ANT		Missing	0.0350877192982456	False	
child	maturity	physical	ANT		Missing	0.0175438596491228	True	
child	train	physical	ANT		Missing	0.0175438596491228	True	
child	banana	physical	ANT		Missing	0.0175438596491228	True	
child	potato	physical	ANT		Missing	0.0175438596491228	True	
child	family	physical	HOL	HOL	Matched	0.4354838709677419	False	
child	mother	physical	HOL		Missing	0.032258064516129	False	
child	father	physical	HOL		Missing	0.032258064516129	False	
child	sibling	physical	HOL		Missing	0.032258064516129	False	
child	cousin	physical	HOL		Missing	0.0161290322580645	True	
child	clan	physical	HOL		Missing	0.0483870967741935	False	
child	group	physical	HOL		Missing	0.032258064516129	False	
child	society	physical	HOL		Missing	0.0161290322580645	True	
child	nursery	physical	HOL		Missing	0.0161290322580645	True	
child	heritage	physical	HOL		Missing	0.0161290322580645	True	
child	offspring	physical	HOL	HYP	Mismatched	0.032258064516129	False	
child	procreation	physical	HOL		Missing	0.0161290322580645	True	
child	relative	physical	HOL		Missing	0.0161290322580645	True	
child	son	physical	HOL		Missing	0.0161290322580645	True	
child	daughter	physical	HOL		Missing	0.0161290322580645	True	
child	household	physical	HOL		Missing	0.032258064516129	False	
child	classroom	physical	HOL		Missing	0.0161290322580645	True	
child	class	physical	HOL		Missing	0.0161290322580645	True	
child	couple	physical	HOL		Missing	0.0161290322580645	True	
child	school	physical	HOL		Missing	0.0161290322580645	True	
child	unit	physical	HOL		Missing	0.032258064516129	False	
child	grouping	physical	HOL		Missing	0.0161290322580645	True	
child	age	physical	HOL		Missing	0.0161290322580645	True	
child	stage	physical	HOL		Missing	0.0161290322580645	True	
child	childhood	physical	HOL		Missing	0.0161290322580645	True	
child	ancestry	physical	HOL		Missing	0.0161290322580645	True	
child	brood	physical	HOL		Missing	0.0161290322580645	True	
child	son	physical	HPO		Missing	0.1388888888888889	False	2.0
child	daughter	physical	HPO		Missing	0.1666666666666666	False	2.0
child	toddler	physical	HPO	HPO	Matched	0.0833333333333333	False	1.0
child	teen	physical	HPO		Missing	0.0277777777777777	True	
child	boy	physical	HPO		Missing	0.1666666666666666	False	2.0
child	girl	physical	HPO		Missing	0.1666666666666666	False	2.0
child	infant	physical	HPO	HPO	Matched	0.0277777777777777	True	1.0
child	kid	physical	HPO	SYN	Mismatched	0.0277777777777777	True	0.0
child	children	physical	HPO	SYN	Mismatched	0.0277777777777777	True	0.0
child	adolescent	physical	HPO		Missing	0.0277777777777777	True	
child	niece	physical	HPO		Missing	0.0277777777777777	True	
child	nephew	physical	HPO		Missing	0.0277777777777777	True	
pope	authority	physical	HYP		Missing	0.0169491525423728	True	
pope	leader	physical	HYP		Missing	0.4406779661016949	False	2.0
pope	clergyman	physical	HYP		Missing	0.0338983050847457	False	
pope	catholic	physical	HYP	HYP	Matched	0.0169491525423728	True	1.0
pope	archbishop	physical	HYP		Missing	0.0338983050847457	False	
pope	bishop	physical	HYP		Missing	0.0677966101694915	False	
pope	dean	physical	HYP		Missing	0.0338983050847457	False	
pope	vicar	physical	HYP		Missing	0.0169491525423728	True	
pope	commander	physical	HYP		Missing	0.0338983050847457	False	
pope	rector	physical	HYP		Missing	0.0169491525423728	True	
pope	figurehead	physical	HYP		Missing	0.0169491525423728	True	
pope	boss	physical	HYP		Missing	0.0338983050847457	False	
pope	pontiff	physical	HYP	SYN	Mismatched	0.0508474576271186	False	0.0
pope	person	physical	HYP		Missing	0.0169491525423728	True	3.0
pope	director	physical	HYP		Missing	0.0169491525423728	True	
pope	general	physical	HYP		Missing	0.0169491525423728	True	
pope	cleric	physical	HYP		Missing	0.0169491525423728	True	
pope	supervisor	physical	HYP		Missing	0.0169491525423728	True	
pope	figure	physical	HYP		Missing	0.0508474576271186	False	
pope	man	physical	HYP		Missing	0.0169491525423728	True	
pope	ruler	physical	HYP		Missing	0.0169491525423728	True	
pope	icon	physical	HYP		Missing	0.0169491525423728	True	
god	entity	ambiguous	HYP		Missing	0.1372549019607843	False	7.0
god	divinity	ambiguous	HYP	SYN	Mismatched	0.0588235294117647	False	0.0
god	idol	ambiguous	HYP	SYN	Mismatched	0.1568627450980392	False	0.0
god	maker	ambiguous	HYP		Missing	0.0392156862745098	False	
god	deity	ambiguous	HYP	SYN	Mismatched	0.1176470588235294	False	0.0
god	being	ambiguous	HYP		Missing	0.0392156862745098	False	4.0
god	spirit	ambiguous	HYP		Missing	0.0392156862745098	False	
god	belief	ambiguous	HYP		Missing	0.0588235294117647	False	2.0
god	creator	ambiguous	HYP		Missing	0.0784313725490196	False	
god	immortal	ambiguous	HYP	SYN	Mismatched	0.0196078431372549	True	0.0
god	ruler	ambiguous	HYP		Missing	0.0392156862745098	False	
god	power	ambiguous	HYP		Missing	0.0196078431372549	True	
god	figure	ambiguous	HYP		Missing	0.0196078431372549	True	
god	image	ambiguous	HYP	HYP	Matched	0.0196078431372549	True	1.0
god	angel	ambiguous	HYP		Missing	0.0196078431372549	True	
god	lord	ambiguous	HYP		Missing	0.0588235294117647	False	
god	faith	ambiguous	HYP		Missing	0.0196078431372549	True	
god	authority	ambiguous	HYP		Missing	0.0196078431372549	True	
plane	vehicle	ambiguous	HPO		Missing	0.1290322580645161	False	
plane	transportation	ambiguous	HPO		Missing	0.032258064516129	True	
plane	conveyance	ambiguous	HPO		Missing	0.064516129032258	False	
plane	jet	ambiguous	HPO	HPO	Matched	0.2903225806451613	False	1.0
plane	glider	ambiguous	HPO		Missing	0.064516129032258	False	
plane	airliner	ambiguous	HPO	HPO	Matched	0.032258064516129	True	1.0
plane	bomber	ambiguous	HPO	HPO	Matched	0.032258064516129	True	1.0
plane	biplane	ambiguous	HPO	HPO	Matched	0.032258064516129	True	1.0
plane	fighter	ambiguous	HPO	HPO	Matched	0.032258064516129	True	1.0
plane	surface	ambiguous	HPO		Missing	0.032258064516129	True	
plane	helicopter	ambiguous	HPO		Missing	0.032258064516129	True	
plane	craft	ambiguous	HPO		Missing	0.064516129032258	False	
plane	vessel	ambiguous	HPO		Missing	0.032258064516129	True	
plane	aircraft	ambiguous	HPO		Missing	0.064516129032258	False	
plane	turboprop	ambiguous	HPO		Missing	0.032258064516129	True	2.0
plane	airplane	ambiguous	HPO	SYN	Mismatched	0.032258064516129	True	0.0
plane	vehicle	ambiguous	HYP		Missing	0.1538461538461538	False	4.0
plane	transportation	ambiguous	HYP		Missing	0.1346153846153846	False	
plane	vessel	ambiguous	HYP		Missing	0.1153846153846153	False	
plane	conveyance	ambiguous	HYP		Missing	0.1346153846153846	False	5.0
plane	jet	ambiguous	HYP	HPO	Mismatched	0.0192307692307692	True	
plane	aircraft	ambiguous	HYP		Missing	0.1923076923076923	False	2.0
plane	crafts	ambiguous	HYP		Missing	0.0192307692307692	True	3.0
plane	craft	ambiguous	HYP		Missing	0.1153846153846153	False	3.0
plane	airliner	ambiguous	HYP	HPO	Mismatched	0.0192307692307692	True	
plane	transport	ambiguous	HYP		Missing	0.0384615384615384	False	5.0
plane	machine	ambiguous	HYP		Missing	0.0192307692307692	True	2.0
plane	airplane	ambiguous	HYP	SYN	Mismatched	0.0192307692307692	True	0.0
plane	airbus	ambiguous	HYP		Missing	0.0192307692307692	True	
iron	metal	ambiguous	HOL	HYP	Mismatched	0.3064516129032258	False	
iron	alloy	ambiguous	HOL		Missing	0.0967741935483871	False	
iron	meal	ambiguous	HOL		Missing	0.0161290322580645	True	
iron	diet	ambiguous	HOL		Missing	0.0161290322580645	True	
iron	closet	ambiguous	HOL		Missing	0.032258064516129	False	
iron	appliance	ambiguous	HOL		Missing	0.032258064516129	False	
iron	device	ambiguous	HOL		Missing	0.032258064516129	False	
iron	invention	ambiguous	HOL		Missing	0.0161290322580645	True	
iron	home	ambiguous	HOL		Missing	0.032258064516129	False	
iron	fireplace	ambiguous	HOL		Missing	0.032258064516129	False	
iron	rock	ambiguous	HOL		Missing	0.0161290322580645	True	
iron	tool	ambiguous	HOL		Missing	0.0161290322580645	True	
iron	electric	ambiguous	HOL		Missing	0.0161290322580645	True	
iron	wire	ambiguous	HOL		Missing	0.032258064516129	False	
iron	cord	ambiguous	HOL		Missing	0.0161290322580645	True	
iron	heat	ambiguous	HOL		Missing	0.0161290322580645	True	
iron	bedroom	ambiguous	HOL		Missing	0.0161290322580645	True	
iron	bathroom	ambiguous	HOL		Missing	0.0161290322580645	True	
iron	golf	ambiguous	HOL		Missing	0.0161290322580645	True	
iron	sewing	ambiguous	HOL		Missing	0.0161290322580645	True	
iron	steel	ambiguous	HOL	HOL	Matched	0.0483870967741935	False	
iron	element	ambiguous	HOL		Missing	0.0161290322580645	True	
iron	structure	ambiguous	HOL		Missing	0.0161290322580645	True	
iron	bridge	ambiguous	HOL		Missing	0.0161290322580645	True	
iron	machine	ambiguous	HOL		Missing	0.0161290322580645	True	
iron	sword	ambiguous	HOL		Missing	0.0161290322580645	True	
iron	container	ambiguous	HOL		Missing	0.0161290322580645	True	
iron	metal	ambiguous	HYP	HYP	Matched	0.4107142857142857	False	1.0
iron	alloy	ambiguous	HYP		Missing	0.0535714285714285	False	
iron	element	ambiguous	HYP		Missing	0.1071428571428571	False	2.0
iron	lock	ambiguous	HYP		Missing	0.0178571428571428	True	
iron	club	ambiguous	HYP	HYP	Matched	0.0357142857142857	False	1.0
iron	device	ambiguous	HYP		Missing	0.0714285714285714	False	
iron	tool	ambiguous	HYP		Missing	0.0535714285714285	False	
iron	appliance	ambiguous	HYP		Missing	0.0714285714285714	False	2.0
iron	heater	ambiguous	HYP		Missing	0.0178571428571428	True	
iron	press	ambiguous	HYP		Missing	0.0178571428571428	True	
iron	ore	ambiguous	HYP		Missing	0.0535714285714285	False	
iron	equipment	ambiguous	HYP		Missing	0.0178571428571428	True	4.0
iron	material	ambiguous	HYP		Missing	0.0178571428571428	True	
iron	solid	ambiguous	HYP		Missing	0.0178571428571428	True	
fruit	apple	ambiguous	HPO		Missing	0.1935483870967742	False	2.0
fruit	grape	ambiguous	HPO		Missing	0.1290322580645161	False	2.0
fruit	melon	ambiguous	HPO		Missing	0.032258064516129	False	2.0
fruit	banana	ambiguous	HPO		Missing	0.1129032258064516	False	2.0
fruit	kiwi	ambiguous	HPO		Missing	0.0483870967741935	False	2.0
fruit	orange	ambiguous	HPO		Missing	0.1129032258064516	False	3.0
fruit	lime	ambiguous	HPO		Missing	0.032258064516129	False	3.0
fruit	strawberry	ambiguous	HPO		Missing	0.0806451612903225	False	3.0
fruit	watermelon	ambiguous	HPO		Missing	0.064516129032258	False	3.0
fruit	lemon	ambiguous	HPO		Missing	0.032258064516129	False	3.0
fruit	cantaloupe	ambiguous	HPO		Missing	0.032258064516129	False	4.0
fruit	mango	ambiguous	HPO		Missing	0.0483870967741935	False	2.0
fruit	blueberry	ambiguous	HPO		Missing	0.032258064516129	False	3.0
fruit	cherry	ambiguous	HPO		Missing	0.0161290322580645	True	2.0
fruit	pear	ambiguous	HPO		Missing	0.0161290322580645	True	2.0
granite	stone	ambiguous	HYP		Missing	0.3442622950819672	False	3.0
granite	rock	ambiguous	HYP		Missing	0.2622950819672131	False	3.0
granite	ash	ambiguous	HYP		Missing	0.0163934426229508	True	
granite	dove	ambiguous	HYP		Missing	0.0163934426229508	True	
granite	material	ambiguous	HYP		Missing	0.081967213114754	False	4.0
granite	solid	ambiguous	HYP		Missing	0.0655737704918032	False	
granite	quartz	ambiguous	HYP		Missing	0.0163934426229508	True	
granite	feldspar	ambiguous	HYP		Missing	0.0163934426229508	True	
granite	magma	ambiguous	HYP		Missing	0.0163934426229508	True	
granite	cube	ambiguous	HYP		Missing	0.0163934426229508	True	
granite	mineral	ambiguous	HYP		Missing	0.0163934426229508	True	
granite	substance	ambiguous	HYP		Missing	0.0163934426229508	True	5.0
granite	surface	ambiguous	HYP		Missing	0.0327868852459016	False	
granite	element	ambiguous	HYP		Missing	0.0163934426229508	True	
granite	boulder	ambiguous	HYP		Missing	0.0163934426229508	True	
granite	pebble	ambiguous	HYP		Missing	0.0163934426229508	True	
granite	counter	ambiguous	HYP		Missing	0.0163934426229508	True	
newspaper	article	ambiguous	MER		Missing	0.1884057971014492	False	
newspaper	journal	ambiguous	MER		Missing	0.0144927536231884	True	
newspaper	advertisement	ambiguous	MER		Missing	0.072463768115942	False	
newspaper	print	ambiguous	MER		Missing	0.0579710144927536	False	
newspaper	ink	ambiguous	MER		Missing	0.0434782608695652	False	
newspaper	letters	ambiguous	MER		Missing	0.0144927536231884	True	
newspaper	words	ambiguous	MER		Missing	0.0144927536231884	True	
newspaper	articles	ambiguous	MER		Missing	0.0144927536231884	True	
newspaper	title	ambiguous	MER		Missing	0.0144927536231884	True	
newspaper	page	ambiguous	MER		Missing	0.0434782608695652	False	
newspaper	editor	ambiguous	MER		Missing	0.0289855072463768	False	
newspaper	story	ambiguous	MER		Missing	0.072463768115942	False	
newspaper	column	ambiguous	MER	MER	Matched	0.0289855072463768	False	
newspaper	journalist	ambiguous	MER		Missing	0.0434782608695652	False	
newspaper	picture	ambiguous	MER		Missing	0.0434782608695652	False	
newspaper	editorial	ambiguous	MER	MER	Matched	0.072463768115942	False	
newspaper	word	ambiguous	MER		Missing	0.0144927536231884	True	
newspaper	funny	ambiguous	MER		Missing	0.0144927536231884	True	
newspaper	headline	ambiguous	MER	MER	Matched	0.0289855072463768	False	
newspaper	author	ambiguous	MER		Missing	0.0144927536231884	True	
newspaper	header	ambiguous	MER		Missing	0.0144927536231884	True	
newspaper	section	ambiguous	MER		Missing	0.0144927536231884	True	
newspaper	staff	ambiguous	MER		Missing	0.0144927536231884	True	
newspaper	supplement	ambiguous	MER		Missing	0.0144927536231884	True	
newspaper	headlines	ambiguous	MER	MER	Matched	0.0144927536231884	True	
newspaper	classifieds	ambiguous	MER		Missing	0.0144927536231884	True	
newspaper	publication	ambiguous	HYP		Missing	0.2264150943396226	False	
newspaper	periodical	ambiguous	HYP		Missing	0.1132075471698113	False	
newspaper	media	ambiguous	HYP		Missing	0.0377358490566037	False	3.0
newspaper	literature	ambiguous	HYP		Missing	0.0377358490566037	False	
newspaper	journal	ambiguous	HYP		Missing	0.0754716981132075	False	
newspaper	article	ambiguous	HYP		Missing	0.0754716981132075	False	
newspaper	writing	ambiguous	HYP		Missing	0.0188679245283018	True	
newspaper	communication	ambiguous	HYP		Missing	0.0188679245283018	True	
newspaper	reading	ambiguous	HYP		Missing	0.0188679245283018	True	
newspaper	print	ambiguous	HYP		Missing	0.0754716981132075	False	
newspaper	text	ambiguous	HYP		Missing	0.0377358490566037	False	
newspaper	news	ambiguous	HYP		Missing	0.0377358490566037	False	
newspaper	ink	ambiguous	HYP		Missing	0.0188679245283018	True	
newspaper	story	ambiguous	HYP		Missing	0.0188679245283018	True	
newspaper	information	ambiguous	HYP		Missing	0.0377358490566037	False	
newspaper	medium	ambiguous	HYP		Missing	0.0377358490566037	False	3.0
newspaper	reference	ambiguous	HYP		Missing	0.0188679245283018	True	
newspaper	data	ambiguous	HYP		Missing	0.0188679245283018	True	
newspaper	source	ambiguous	HYP		Missing	0.0188679245283018	True	
chest	trunk	physical	MER	HOL	Mismatched	0.0149253731343283	True	
chest	draw	physical	MER		Missing	0.0149253731343283	True	
chest	lung	physical	MER		Missing	0.0895522388059701	False	
chest	rib	physical	MER		Missing	0.0298507462686567	False	
chest	body	physical	MER	HOL	Mismatched	0.044776119402985	False	
chest	nipple	physical	MER		Missing	0.0746268656716417	False	
chest	stomach	physical	MER		Missing	0.0149253731343283	True	
chest	heart	physical	MER		Missing	0.1343283582089552	False	
chest	lid	physical	MER	MER	Matched	0.0597014925373134	False	
chest	lock	physical	MER		Missing	0.0298507462686567	False	
chest	side	physical	MER		Missing	0.0149253731343283	True	
chest	bottom	physical	MER		Missing	0.0149253731343283	True	
chest	top	physical	MER		Missing	0.0149253731343283	True	
chest	sternum	physical	MER	MER	Matched	0.0597014925373134	False	
chest	drawer	physical	MER	MER	Matched	0.0298507462686567	False	
chest	treasure	physical	MER		Missing	0.0597014925373134	False	
chest	hair	physical	MER		Missing	0.0149253731343283	True	
chest	letters	physical	MER		Missing	0.0149253731343283	True	
chest	blankets	physical	MER		Missing	0.0149253731343283	True	
chest	keepsakes	physical	MER		Missing	0.0149253731343283	True	
chest	latch	physical	MER		Missing	0.0149253731343283	True	
chest	drawers	physical	MER	MER	Matched	0.0149253731343283	True	
chest	abdomen	physical	MER		Missing	0.044776119402985	False	
chest	shoulder	physical	MER		Missing	0.0298507462686567	False	
chest	hinge	physical	MER		Missing	0.0298507462686567	False	
chest	keepsake	physical	MER		Missing	0.0298507462686567	False	
chest	body	physical	HOL	HOL	Matched	0.4032258064516129	False	
chest	human	physical	HOL		Missing	0.064516129032258	False	
chest	wood	physical	HOL		Missing	0.0161290322580645	True	
chest	lock	physical	HOL		Missing	0.0161290322580645	True	
chest	contents	physical	HOL		Missing	0.0161290322580645	True	
chest	lung	physical	HOL		Missing	0.0161290322580645	True	
chest	rib	physical	HOL		Missing	0.0483870967741935	False	
chest	torso	physical	HOL	HOL	Matched	0.064516129032258	False	
chest	person	physical	HOL		Missing	0.032258064516129	False	
chest	animal	physical	HOL		Missing	0.0161290322580645	True	
chest	figure	physical	HOL		Missing	0.0161290322580645	True	
chest	bedroom	physical	HOL		Missing	0.064516129032258	False	
chest	cabin	physical	HOL		Missing	0.0161290322580645	True	
chest	ship	physical	HOL		Missing	0.032258064516129	False	
chest	room	physical	HOL		Missing	0.0161290322580645	True	
chest	home	physical	HOL		Missing	0.0161290322580645	True	
chest	skeleton	physical	HOL		Missing	0.0161290322580645	True	
chest	trunk	physical	HOL	HOL	Matched	0.0483870967741935	False	
chest	pirate	physical	HOL		Missing	0.0161290322580645	True	
chest	treasure	physical	HOL		Missing	0.032258064516129	False	
chest	basement	physical	HOL		Missing	0.0161290322580645	True	
chest	attic	physical	HOL		Missing	0.0161290322580645	True	
counter	sink	ambiguous	MER		Missing	0.15	False	
counter	shelf	ambiguous	MER	MER	Matched	0.1	False	
counter	stone	ambiguous	MER		Missing	0.1	False	
counter	number	ambiguous	MER		Missing	0.025	True	
counter	top	ambiguous	MER		Missing	0.2	False	
counter	bottom	ambiguous	MER		Missing	0.025	True	
counter	side	ambiguous	MER		Missing	0.025	True	
counter	purpose	ambiguous	MER		Missing	0.025	True	
counter	need	ambiguous	MER		Missing	0.025	True	
counter	surface	ambiguous	MER		Missing	0.05	False	
counter	desk	ambiguous	MER		Missing	0.05	False	
counter	granite	ambiguous	MER		Missing	0.025	True	
counter	marble	ambiguous	MER		Missing	0.025	True	
counter	table	ambiguous	MER	HYP	Mismatched	0.025	True	
counter	platform	ambiguous	MER		Missing	0.025	True	
counter	bowl	ambiguous	MER		Missing	0.05	False	
counter	clock	ambiguous	MER		Missing	0.025	True	
counter	calculator	ambiguous	MER	HYP	Mismatched	0.025	True	
counter	measurement	ambiguous	MER		Missing	0.025	True	
breast	body	ambiguous	HOL		Missing	0.25	False	
breast	woman	ambiguous	HOL		Missing	0.0441176470588235	False	
breast	female	ambiguous	HOL		Missing	0.0588235294117647	False	
breast	male	ambiguous	HOL		Missing	0.0147058823529411	True	
breast	anatomy	ambiguous	HOL		Missing	0.0147058823529411	True	
breast	man	ambiguous	HOL		Missing	0.0147058823529411	True	
